	BindingDB_Reactant_set_id	Name	Ligand_SMILES	IC50 (nM)	pIC50
1625	51238208	 	Cc1c(C)c(=O)oc2cc(OCC3CCN(CCCCO)CC3)ccc12	500.0	6.301029995663981
1626	51271842	 	Cc1ccc2oc(cc(=O)c2c1)-c1ccc(OCCCCCCN2CCCCC2)cc1	500.0	6.301029995663981
1627	50582886	BindingDB_50320902_mol_1	COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OCCCSc1ccc2ccccc2c1	500.0	6.301029995663981
1628	50301309	BindingDB_50065059	Cl.CN(CCCCCCCN1C(=O)c2ccccc2C1=O)Cc1cccc(Cl)c1	500.0	6.301029995663981
1629	364602	BindingDB_205984_mol_1	Fc1ccc(C[n+]2ccc(CCNc3nc4ccc(F)cc4s3)cc2)cc1	500.0	6.301029995663981
1630	50580815	BindingDB_50319969_mol_1	C(Nc1ccnc(n1)N1CCOCC1)c1ccccc1	500.0	6.301029995663981
1631	50257827	BindingDB_50038391_mol_1	COc1ccc(OC)c(c1)C1c2c(C)[nH]nc2Oc2nc3CCCCc3c(N)c12	500.0	6.301029995663981
1632	50579286	BindingDB_50319398_mol_1	CCN(CC)Cc1ccc(OCCCCCN2CCCC2)cc1	500.0	6.301029995663981
1633	50439329		COc1cc2CC(C(=O)Nc3ccc(Cl)cc3)C(=O)c2cc1OC	500.0	6.301029995663981
1634	50318053	BindingDB_50075583_mol_1	Clc1cccc(CNCCCCCCCN2C(=O)c3ccccc3C2=O)c1	502.0	6.29929628285498
1635	420242	Untitled Document-1	CCN(CC)CC(=O)Nc1ccc2nc([nH]c(=O)c2c1)-c1cc2ccccc2[nH]1	502.5	6.298863933907474
1636	50431030		[Br-].COc1ccc2C(=O)\C(OCc2c1OC)=C\c1cc[n+](Cc2ccccc2[N+]([O-])=O)cc1	503.0	6.298432014944073
1637	50490294		COc1ccc(CN2CCN(CCCN3C(=O)c4ccccc4C3=O)CC2)cc1	508.0	6.294136287716081
1638	50683083		COc1cc2CC(CC3CCCN(Cc4ccccc4)C3)C(=O)c2cc1OC	510.0	6.292429823902063
1639	50724793		CCOC(=O)C1=C(Oc2nc3CCCCc3c(N)c2C1c1cccc(OC)c1)c1ccccc1	510.0	6.292429823902063
1640	50573878	BindingDB_50316980_mol_1	CC(C)(C)CCOC(=O)Oc1ccc(COC(=O)Cc2ccccc2Nc2c(Cl)cccc2Cl)cc1	510.0	6.292429823902063
1641	50407487	BindingDB_50117953	Clc1ccc(\C=C\C(=O)SSC(=O)\C=C\c2ccc(Cl)cc2)cc1	510.0	6.292429823902063
1642	50484890		COc1cc(OC)cc(\C=C\c2ccc(OCC(=O)NCCCCN(C)Cc3ccccc3OC)cc2)c1	510.0	6.292429823902063
1643	50489669	BindingDB_50161797_mol_1	COc1cc(\C=C2/CC(C\C(=C/c3cc(OC)c(OC)c(OC)c3Br)C2=O)C(C)C)c(Br)c(OC)c1OC	510.0	6.292429823902063
1644	50534864		COC(=O)c1cccc(CN2CCC(CC3Cc4cc(OC)c(OC)cc4C3=O)CC2)n1	511.0	6.291579099865287
1645	50324856		COc1ccc2C(=O)\C(Oc2c1)=C\c1ccc(OCCN2CCCCC2)cc1Cl	513.0	6.289882634888183
1646	50662067	BindingDB_50353688_mol_1	O=C(CNCCNc1c2CCCc2nc2ccccc12)Nc1ccc-2c(c1)C(=O)c1cccc3ccnc-2c13	513.0	6.289882634888183
1647	50557662	BindingDB_50310286_mol_1	COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OCCCCCCOn1nnc2ccccc12	515.0	6.288192770958809
1648	397387	Untitled Document-1	Fc1cccc(c1)C(=O)NCCCNc1c2CCCCc2nc2ccccc12	515.41	6.287847159509042
1649	50761243		COc1ccc(cc1)C(=O)C(CCC1CCN(Cc2ccccc2)CC1)C(C)=O	517.0	6.286509456906058
1650	50683121		COc1cc2C\C(=C/C3CCN(Cc4ccccc4)C3)C(=O)c2cc1OC	520.0	6.2839966563652006
1651	50557636	BindingDB_50310283_mol_1	COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OCCCCCCOc1ccccc1	520.0	6.2839966563652006
1652	50826690		COc1ccc(Cn2cc(CNc3c4CCCCc4nc4ccc(Cl)cc34)nn2)cc1	521.0	6.283162276700476
1653	51038567		Oc1ccc(\C=C\C(=O)NCCCCCCCCNc2c3CCCCc3nc3ccccc23)cc1	522.0	6.282329496997738
1654	51297239	 	Nc1ccc2oc(nc2c1)N1CCN(Cc2ccc(F)cc2)CC1	525.0	6.279840696594043
1655	50301314	BindingDB_50065053	Cl.CN(CCCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1F	525.0	6.279840696594043
1656	50991060	BindingDB_50282186_mol_1	Fc1ccc(Nc2nc(Cl)nc(Nc3cccc(c3)C(F)(F)F)n2)cc1	526.0	6.279014255846261
1657	50553699		COc1cc2C\C(=C/c3ccc(cc3)N3CCN(CC3)c3ccc(F)cc3)C(=O)c2cc1OC	528.0	6.277366077466188
1658	50283175	BindingDB_50053570_mol_1	O=c1n2CCCc3ccccc3-c2nc2ccc(OCCCN3CCCC3)cc12	528.0	6.277366077466188
1659	51144771		CC(C)(C)c1cc(\C=C\C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc(c1O)C(C)(C)C	530.0	6.275724130399211
1660	51088632	BindingDB_50445716_mol_1	Cc1ccc(\C=C2/CNCC3=C2N=C2SC=C(N2C3c2ccc(C)cc2)c2ccccc2)cc1	530.0	6.275724130399211
1661	311747	_1-_2-Nitrobenzyl_-1H-1_2_3-triazol-4-yl_methyl	[O-][N+](=O)c1ccccc1Cn1cc(COC(=O)COc2cc(=O)oc3ccccc23)nn1	530.0	6.275724130399211
1662	51093454	BindingDB_50448217_mol_1	COc1ccc(cc1)C1c2ccc(O)cc2Oc2nc3CCCCc3c(N)c12	530.0	6.275724130399211
1663	50439332		COc1ccc(NC(=O)C2Cc3cc(OC)c(OC)cc3C2=O)cc1	530.0	6.275724130399211
1664	50375216		CCN(CCCCCCNC(=O)c1cc(=O)c2c(O)cccc2o1)Cc1ccccc1OC	530.0	6.275724130399211
1665	51093318	BindingDB_50448130_mol_1	CCNCc1ccc2nc(c3CCCNc3c2c1)-c1ccc(Cl)cc1	532.0	6.274088367704952
1666	50582888	BindingDB_50320904_mol_1	COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OCCC(=O)Nc1ccccc1	535.0	6.2716462179787715
1667	51245759		Cl.[O-][N+](=O)c1ccc(cc1)-n1cc(COc2ccc(\C=N\Nc3c4CCCCc4nc4ccccc34)cc2)nn1	535.0	6.2716462179787715
1668	50542275		COc1cc2OC\C(=C/c3ccc(CN(C)C)c(O)c3)C(=O)c2cc1OC	536.0	6.27083521030723
1669	50621437	BindingDB_50336106_mol_1	CC(C)(C)C(=O)N(CCCCN=c1n2CCCCCCc2nc2ccccc12)CCCN=c1n2CCCCCCc2nc2ccccc12	536.0	6.27083521030723
1670	50484901		CCN(CCCCNC(=O)COc1ccc(\C=C\c2cc(OC)cc(OC)c2)cc1)Cc1ccccc1OC	540.0	6.267606240177032
1671	50981896	BindingDB_50402593_mol_1	Fc1ccccc1C[n+]1ccc(\C=C\C(=O)c2cc3ccccc3oc2=O)cc1	540.0	6.267606240177032
1672	50407489	BindingDB_50117954	Brc1cccc(\C=C\C(=O)SSC(=O)\C=C\c2cccc(Br)c2)c1	540.0	6.267606240177032
1673	50505927		CCOC(=O)C1=C(C)Oc2nc3CCCCc3c(N)c2C1c1cc2cc(C)ccc2nc1Cl	540.0	6.267606240177032
1674	50873518	BindingDB_50262339_mol_1	CC1(C)CC(=O)C2C(c3ccc(F)cc3)c3c(N)c4CCCCc4nc3N=C2C1	540.0	6.267606240177032
1675	50439325		COc1cccc(NC(=O)C2Cc3cc(OC)c(OC)cc3C2=O)c1	540.0	6.267606240177032
1676	50579252	BindingDB_50319385_mol_1	CCN(CC)Cc1ccc(OCCCCCCCCCCN2CCN(C)CC2)cc1	540.0	6.267606240177032
1677	50931122	BindingDB_50381963_mol_1	COc1nc2nc3CCN(CC#C)Cc3c(N)c2cc1C#N	540.0	6.267606240177032
1678	50621471	BindingDB_50336110_mol_1	CN(CCCN=c1n2CCCc2nc2ccccc12)CCC\N=c1\n2CCCc2nc2ccccc12	541.0	6.266802734893431
1679	364600	BindingDB_205982_mol_1	COc1ccc2nc(NCCc3cc[n+](Cc4ccc(F)cc4)cc3)sc2c1	542.0	6.266000713461613
1680	51074643	BindingDB_50439502_mol_1	COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OCCCCCSc1ccccc1	543.0	6.265200170411153
1681	50324813	BindingDB_50079117_mol_1	COc1ccc2C(=O)\C(Oc2c1)=C\c1ccc(OCCN2CCCC2)cc1	545.0	6.2636034977233574
1682	50592821	BindingDB_50325201_mol_1	CCOc1ccc2C(=O)\C(Oc2c1)=C\c1cc[n+](Cc2ccccc2C)cc1	546.0	6.262807357295263
1683	51080513	BindingDB_50441853_mol_1	O=c1cc(oc2cc(OCCCCN3CCN(CCCNc4c5CCCCc5nc5ccccc45)CC3)ccc12)-c1ccccc1	547.0	6.262012673666569
1684	50706973	BindingDB_50359511_mol_1	COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OCCCCOc1cccc(O)c1	547.0	6.262012673666569
1685	51245796		Cl.C(Oc1ccc(\C=N\Nc2c3CCCCc3nc3ccccc23)cc1)c1cn(Cc2ccccc2)nn1	547.0	6.262012673666569
1686	50490292		COc1ccc(CN2CCN(CCCCCN3C(=O)c4ccccc4C3=O)CC2)cc1	548.0	6.261219441515631
1687	51093457	BindingDB_50448220_mol_1	Nc1c2CCCCc2nc2Oc3cc(O)ccc3C(c3ccccc3)c12	550.0	6.259637310505756
1688	51144811		O=C(NCCC1CCN(Cc2ccccc2)CC1)\C=C\c1ccccc1	550.0	6.259637310505756
1689	51297205	 	COc1cccc(c1)C(=O)N1CCN(CC1)c1nc2cc(N)ccc2o1	550.0	6.259637310505756
1690	50351272		CN(CCCCCOc1ccc2c(C)c(C)c(=O)oc2c1)Cc1ccccc1	550.0	6.259637310505756
1691	50375215		CCN(CCCCNC(=O)c1cc(=O)c2c(O)cccc2o1)Cc1ccccc1OC	550.0	6.259637310505756
1692	50761224		COc1cccc(c1)C(=O)C(CCC1CCN(Cc2cccc(C)c2)CC1)C(C)=O	555.0	6.255707016877324
1693	50314810	BindingDB_50073116_mol_1	Cc1c(C)c2OC(C)(CCc2c(C)c1O)C(=O)NCCCCNc1c2CCCCc2nc2ccccc12	558.0	6.253365801062421
1694	50991065	BindingDB_50282188_mol_1	Cc1ccc(Nc2nc(Nc3cccc(c3)C(F)(F)F)nc(n2)N2CCN(CC2)c2cc(C)nc3ncnn23)cc1	558.0	6.253365801062421
1695	51297258	 	Nc1ccc2oc(nc2c1)N1CCN(CC1)C(=O)c1ccccc1Cl	559.0	6.252588192113577
1696	51297199	 	Nc1ccc2oc(NC3CCN(Cc4ccccc4)CC3)nc2c1	559.0	6.252588192113577
1697	50080436		COc1cc(Cn2c3ccccc3c(O)c(C(=O)NCC3CCN(Cc4ccccc4)CC3)c2=O)cc(OC)c1O	560.0	6.251811972993799
1698	50375206		CCN(CCCCCCNC(=O)c1cc(=O)c2c(O)cc(OC)cc2o1)Cc1ccccc1OC	560.0	6.251811972993799
1699	51123105		CCN(CCCCCCn1sc2cc(OC)c(OC)cc2c1=O)Cc1ccccc1N(C)C	560.0	6.251811972993799
1700	50580817	BindingDB_50319971_mol_1	CN1CCN(CC1)c1nccc(NCc2ccccc2)n1	560.0	6.251811972993799
1701	50790878	BindingDB_50252571_mol_1	O=C1CCc2ccc(OCCCCCCN3CCC(Cc4ccccc4)CC3)cc2N1	560.0	6.251811972993799
1702	50155116	BindingDB_50087159_mol_1	CO[C@@H]1C[C@@H]2Oc3c4c(CN(CCCCCCCCCCN5CC[C@@]67C=C[C@H](O)CC6Oc6c7c(C5)ccc6OC)CC[C@@]24C=C1)ccc3OC	560.0	6.251811972993799
1703	51144747		CC(C)(C)c1cc(\C=C\C(=O)NCCC2CCN(Cc3ccc(F)cc3F)CC2)cc(c1O)C(C)(C)C	560.0	6.251811972993799
1704	50621427	BindingDB_50336097_mol_1	CN(CCCCN=c1n2CCCc2nc2ccccc12)CCCN=c1n2CCCc2nc2ccccc12	560.7	6.2512694439015055
1705	50327653		Cl.CCOc1ccc2C(=O)\C(COc2c1)=C\c1ccc(OCCCN2CCCCC2)cc1	562.0	6.250263684430939
1706	50574316	BindingDB_50317197_mol_1	C(CCC[n+]1ccc2c(c1)[nH]c1ccccc21)CC[n+]1ccccc1	564.0	6.248720896016658
1707	51080517	BindingDB_50441857_mol_1	O=c1cc(oc2cc(OCCCCCN3CCN(CCNc4c5CCCCc5nc5ccccc45)CC3)ccc12)-c1ccccc1	568.0	6.245651664288981
1708	361318	BindingDB_203860_mol_1	COc1cc(\C=C2/CCc3ccc(cc3C2=O)[N+]([O-])=O)c(Br)c(OC)c1OC	570.0	6.2441251443275085
1709	50937490	BindingDB_50384794_mol_1	Cn1nc2nc3CCCCc3c(N)c2c1C#N	570.0	6.2441251443275085
1710	51070920	BindingDB_50437540_mol_1	O=C(CCCCCNc1c2CCCCc2nc2ccccc12)Nc1ccc(Cc2nc3ccccc3s2)cc1	570.0	6.2441251443275085
1711	50646796	BindingDB_50259930_mol_1	CCCCCC\C=C/CCCCCCCCCc1cccc(O)c1C(O)=O	573.0	6.24184537803261
1712	50703641	BindingDB_50358079_mol_1	COc1ccc2cc3-c4cc5OCOc5cc4CCn3cc2\c1=[NH+]\CCCN(C)C	576.0	6.239577516576788
1713	50681684		CCN(CCCCCCOc1cc(O)c2c(c1)sc1ccccc1c2=O)Cc1ccccc1	580.0	6.236572006437063
1714	50721364	BindingDB_50365781	O=C1c2ccc(NCCCN3CCCCC3)cc2-c2nccc3cccc1c23	580.0	6.236572006437063
1715	50579253	BindingDB_50319386_mol_1	CCN(CC)Cc1ccc(OCCCCCCCCCCN2CCN(CC)CC2)cc1	580.0	6.236572006437063
1716	50439331		CCOc1ccc(NC(=O)C2Cc3cc(OC)c(OC)cc3C2=O)cc1	580.0	6.236572006437063
1717	50375205		COc1cc(O)c2c(c1)oc(cc2=O)C(=O)NCCCCCCN(C)Cc1ccccc1OC	580.0	6.236572006437063
1718	50332099	BindingDB_50179309_mol_1	CC(C)Nc1nc2sc3CN(Cc4ccccc4)CCc3c2c(=O)s1	580.0	6.236572006437063
1719	50520045		CCOC(=O)c1cnc2ccc(F)cc2c1N1CCN(CC1)c1ncccc1C#N	580.0	6.236572006437063
1720	50505912		COc1ccc2cc(C3C4=C(CC(C)(C)CC4=O)Oc4nc5CCCc5c(N)c34)c(Cl)nc2c1	580.0	6.236572006437063
1721	51073301	BindingDB_50438825_mol_1	CC(C)N(CCOc1ccc(cc1)-c1nc2ccc(Cl)cc2[nH]1)C(C)C	580.0	6.236572006437063
1722	50724780		CCOC(=O)C1=C(Oc2nc3CCCCc3c(N)c2C1c1ccc(cc1)[N+]([O-])=O)c1ccccc1	583.0	6.2343314452409855
1723	50703616	BindingDB_50358074_mol_1	COc1ccc2cc3-c4cc5OCOc5cc4CCn3cc2\c1=[NH+]\CCCOc1ccccc1	588.0	6.230622673923862
1724	51066348	BindingDB_50435249_mol_1	CC1CCCCN1CCCOc1ccc2c(oc(cc2=O)-c2ccccc2)c1C	590.0	6.229147988357855
1725	50351292		Cl.CN(Cc1ccc(COc2ccc3ccc(=O)oc3c2)cc1)Cc1cccc(Cl)c1	590.0	6.229147988357855
1726	50681704		CCN(CCCCCCOc1cc(O)c2c(c1)sc1ccccc1c2=O)Cc1ccccc1N(C)C	590.0	6.229147988357855
1727	51144749		CC(C)(C)c1cc(\C=C\C(=O)NCCC2CCN(Cc3ccccc3Cl)CC2)cc(c1O)C(C)(C)C	590.0	6.229147988357855
1728	50280836	BindingDB_50052218_mol_1	[Cl-].Clc1ccc(C[n+]2ccc(\C=C3\C(=O)Nc4ccccc34)cc2)cc1	590.0	6.229147988357855
1729	50257832	BindingDB_50038384_mol_1	Cc1[nH]nc2Oc3nc4CCCCc4c(N)c3C(c12)c1ccccc1F	590.0	6.229147988357855
1730	50991059	BindingDB_50282180_mol_1	COc1ccc(Nc2nc(Cl)nc(Nc3cccc(c3)C(F)(F)F)n2)cc1	591.0	6.228412519118745
1731	51117855		Nc1c2C(c3ccccc3Cl)n3n(-c2nc2CCCCc12)c(=O)c1ccccc1c3=O	592.0	6.22767829327708
1732	51080512	BindingDB_50441852_mol_1	O=c1cc(oc2cc(OCCCCCN3CCN(CCCNc4c5CCCCc5nc5ccccc45)CC3)ccc12)-c1ccccc1	594.0	6.2262135550188065
1733	50574317	BindingDB_50317186_mol_1	C(CC[n+]1ccc2c(c1)[nH]c1ccccc21)CC[n+]1ccc2c(c1)[nH]c1ccccc21	595.0	6.22548303427145
1734	51281560	 	c1nnc2nc(cc(-c3ccccc3)n12)-c1cccc2ccccc12	597.0	6.224025668870631
1735	51117849		Nc1c2C(c3ccccc3Br)n3n(-c2nc2CCCCc12)c(=O)c1ccccc1c3=O	599.0	6.2225731776106885
1736	50937492	BindingDB_50384796_mol_1	Cn1nc2nc3CCCCc3c(N)c2c1C(N)=O	600.0	6.221848749616356
1737	50873515	BindingDB_50262342_mol_1	CC1(C)CC(=O)C2C(c3ccncc3)c3c(N)c4CCCCc4nc3N=C2C1	600.0	6.221848749616356
1738	50579251	BindingDB_50319384_mol_1	CCN(CC)Cc1ccc(OCCCCCCCCCCN2CCCCC2)cc1	600.0	6.221848749616356
1739	53592	6	CCOC(=O)C1C(c2ccc(cc2)[N+]([O-])=O)c2c(N)c3CCCCc3nc2N=C1C	600.0	6.221848749616356
1740	395864	Untitled Document-1	CC(C)CC1(CC(C)C)NC(=O)c2ccccc2N1Cc1ccc(Cl)cc1	600.0	6.221848749616356
1741	50634246	BindingDB_50341598_mol_1	CCOC(=O)C1CCCN1c1cn(CCCOc2c(OC)ccc3cc4-c5cc6OCOc6cc5CC[n+]4cc23)nn1	601.0	6.221125527997261
1742	50318057	BindingDB_50075585_mol_1	Fc1ccc(CNCCCCCCCCN2C(=O)c3ccccc3C2=O)c(F)c1	601.0	6.221125527997261
1743	51281552	 	COc1ccc(OC)c(c1)C1C=C(Nc2nncn12)c1cccc2ccccc12	602.0	6.220403508742176
1744	51066347	BindingDB_50435253_mol_1	Cc1c(OCCCCCN2CCC(O)CC2)ccc2c1oc(cc2=O)-c1ccccc1	604.0	6.218963061378868
1745	50621432	BindingDB_50336101_mol_1	CN(CCCCN=c1n2CCCCCCc2nc2ccccc12)CCCN=c1n2CCCCCCc2nc2ccccc12	605.8	6.217670731003163
1746	50634219	BindingDB_50341583_mol_1	CCOC(=O)C1CCCN1c1cn(CCCCOc2c(OC)ccc3cc4-c5cc6OCOc6cc5CC[n+]4cc23)nn1	606.0	6.217527375833714
1747	34089	9b	CCC1=N[C@H]2CC=C3C[C@@H]4[C@@H](CC[C@H]3[C@]2(C)CO1)[C@]1(C)C[C@@H](O)[C@H]([C@H](C)N(C)C)[C@@]1(C)CC4=O	607.0	6.2168113089247425
1748	51066346	BindingDB_50435243_mol_1	Cc1c(OCCCCN2CCC(O)CC2)ccc2c1oc(cc2=O)-c1ccccc1	607.0	6.2168113089247425
1749	50703627	BindingDB_50358084_mol_1	COc1ccc2cc3-c4cc5OCOc5cc4CCn3cc2\c1=[NH+]\CCc1cccs1	608.0	6.216096420727265
1750	50505917		CCOC(=O)C1=C(C)Oc2nc3CCCCc3c(N)c2C1c1cc2cccc(OC)c2nc1Cl	610.0	6.214670164989233
1751	51123097		COc1ccccc1CN(C)CCCCCCn1sc2cc(OC)c(OC)cc2c1=O	610.0	6.214670164989233
1752	50703339	BindingDB_50357943_mol_1	Nc1c2CCCCc2nc2n(c(cc12)-c1ccccc1)-c1ccccc1	610.0	6.214670164989233
1753	51073299	BindingDB_50438843_mol_1	Clc1ccc2nc([nH]c2c1)-c1ccc(OCCN2CCCCC2)cc1	610.0	6.214670164989233
1754	51117854		CCCCCC1c2c(nc3CCCCc3c2N)-n2n1c(=O)c1ccccc1c2=O	612.0	6.213248577854439
1755	50592830	BindingDB_50325210_mol_1	CCCOc1ccc2C(=O)\C(Oc2c1)=C\c1cc[n+](Cc2ccc(C)cc2)cc1	612.0	6.213248577854439
1756	51117859		Nc1c2C(c3ccccc3)n3n(-c2nc2CCCCc12)c(=O)c1ccccc1c3=O	614.0	6.211831628858833
1757	51021759	BindingDB_50289517_mol_1	COC(=O)c1cc(OC)c2OCOc2c1-c1c2OCOc2c(OC)cc1C(=O)NCCCCCCNc1c2CCCCc2nc2ccccc12	616.0	6.210419287835575
1758	51297249	 	Nc1ccc2oc(nc2c1)N1CCN(CC1)C(=O)c1ccc2OCOc2c1	616.0	6.210419287835575
1759	51117881		Nc1c2C(c3ccccc3F)n3n(-c2nc2CCCCc12)c(=O)c1ccccc1c3=O	618.0	6.209011524911184
1760	50341594		CCN(CCCCOc1ccc(cc1)-c1cc(=O)c2c(OC)c(OC)c(OC)cc2o1)Cc1ccccc1OC	620.0	6.2076083105017466
1761	50621439	BindingDB_50336108_mol_1	CC(C)CC(=O)N(CCCCN=c1n2CCCCCCc2nc2ccccc12)CCCN=c1n2CCCCCCc2nc2ccccc12	621.0	6.20690839982342
1762	50826677		Cc1ccc(Cn2cc(CNc3c4CCCCc4nc4ccccc34)nn2)cc1	621.0	6.20690839982342
1763	50761241		COc1ccc(cc1O)C(=O)C(CCC1CCN(Cc2cccc(C)c2)CC1)C(C)=O	621.0	6.20690839982342
1764	51245797	 	S=C(NCc1ccccc1)NNc1c2CCCCc2nc2ccccc12	622.0	6.206209615309182
1765	51080519	BindingDB_50441859_mol_1	O=c1cc(oc2cc(OCCCN3CCN(CCNc4c5CCCCc5nc5ccccc45)CC3)ccc12)-c1ccccc1	624.0	6.204815410317576
1766	50283171	BindingDB_50053421_mol_1	O=c1n2CCc3ccccc3-c2nc2ccc(OCCCN3CCc4ccccc4C3)cc12	625.0	6.204119982655925
1767	50706972	BindingDB_50359510_mol_1	COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OCCCOc1cccc(O)c1	628.0	6.2020403562628035
1768	50489674	BindingDB_50161802_mol_1	COc1ccc(\C=C2/CN(C)C\C(=C/c3ccc(OC)c(OC)c3Cl)C2=O)c(Cl)c1OC	630.0	6.200659450546418
1769	51083993	BindingDB_50443521_mol_1	COc1cccc2cc(C(=O)NC3CCN(Cc4ccccc4)CC3)c(=O)oc12	633.0	6.198596289982645
1770	358396	10168	OC(=O)c1cc(O)c2C(=O)c3c(O)cccc3C(=O)c2c1	637.0	6.195860567664649
1771	50431013		[Br-].COc1ccccc1C[n+]1ccc(\C=C2/OCc3c(OC)c(OC)ccc3C2=O)cc1	640.0	6.1938200260161125
1772	50457580		COc1ccccc1-c1cc(=O)c2ccc(OCCCCCCCCN3CCCC3)cc2o1	640.0	6.1938200260161125
1773	51063511	BindingDB_50433918_mol_1	CC(C(=O)NCCCCNc1c2CCCCc2nc2ccccc12)c1ccc(c(F)c1)-c1ccc(OCCCCO[N+]([O-])=O)cc1	641.0	6.193141970481182
1774	50324872		COc1cc(\C=C2/Oc3cc(OCCN4CCCC4)ccc3C2=O)cc(OC)c1OC	643.0	6.191789027075778
1775	50490297		Clc1ccc(CN2CCN(CCCCCCCCCN3C(=O)c4ccccc4C3=O)CC2)cc1	644.0	6.1911141326401875
1776	50431029		[Br-].COc1ccc2C(=O)\C(OCc2c1OC)=C\c1cc[n+](Cc2ccc(Cl)cc2)cc1	646.0	6.189767482004916
1777	51067689	BindingDB_50435952_mol_1	O=C(CN1CCN(CCCCCCOc2ccc3ccc(=O)oc3c2)CC1)Nc1c2CCCCc2nc2ccccc12	646.0	6.189767482004916
1778	50912058	BindingDB_50317079_mol_1	C(CCOc1ccc2C3N(CCc4ccccc34)CCc2c1)CCOc1ccc2C3N(CCc4ccccc34)CCc2c1	650.0	6.187086643357144
1779	50439333		CCc1ccc(NC(=O)C2Cc3cc(OC)c(OC)cc3C2=O)cc1	650.0	6.187086643357144
1780	50506911	BindingDB_50293447_mol_1	CC[N+](C)(CC)CCCNC(=O)c1cnc2C(=O)c3ccccc3-c3cccc1c23	650.0	6.187086643357144
1781	50534952		CCCc1n[nH]c2Oc3nc4CCCCCc4c(N)c3C(c12)c1ccccc1	650.0	6.187086643357144
1782	51285236	 	COc1cc2c(Nc3ccccc3)c(cnc2cc1OCCCN(C)Cc1ccccc1)[N+]([O-])=O	650.0	6.187086643357144
1783	50324867		CCN(CC)C(=O)Oc1ccc2C(=O)\C(Oc2c1)=C\c1ccc(OCCN2CCCCC2)cc1	652.0	6.185752404268079
1784	50283157		O=c1n2CCCCCc2nc2ccc(OCCCN3CCc4ccccc4C3)cc12	653.0	6.185086818724926
1785	50280840	BindingDB_50052219_mol_1	[Cl-].Brc1ccc(C[n+]2ccc(\C=C3\C(=O)Nc4ccccc34)cc2)cc1	653.0	6.185086818724926
1786	50490299		Clc1ccc(CN2CCN(CCCCCCCN3C(=O)c4ccccc4C3=O)CC2)cc1	655.0	6.183758700008217
1787	50490288		COc1ccc(CN2CCN(CCCCCCCCCN3C(=O)c4ccccc4C3=O)CC2)cc1	657.0	6.182434630440219
1788	51085812		O=c1n(CCNc2c3CCCCc3nc3ccccc23)[se]c2ccccc12	657.0	6.182434630440219
1789	50351295	BindingDB_50093327_mol_1	Cl.CN(Cc1ccc(COc2ccc3c(C)c(C)c(=O)oc3c2)cc1)Cc1cccc(Cl)c1	660.0	6.180456064458132
1790	50683091		COc1cc2CC(C(=O)C3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC	660.0	6.180456064458132
1791	50301313	BindingDB_50065054	Cl.CN(CCCCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1F	661.0	6.179798540514359
1792	339332	N-benzhydryl-8-imino-2-oxo-2H_8H-pyrano_2_3-f_chromene-9-car	N=c1oc2ccc3ccc(=O)oc3c2cc1C(=O)NC(c1ccccc1)c1ccccc1	669.0	6.174573882232177
1793	50439326		CCc1cccc(NC(=O)C2Cc3cc(OC)c(OC)cc3C2=O)c1	670.0	6.173925197299173
1794	50579299	BindingDB_50319411_mol_1	CCCCN(CCCC)CCCCCCOc1ccc(CN(CC)CC)cc1	670.0	6.173925197299173
1795	51053829	BindingDB_50429792_mol_1	Oc1ccc(-c2nnc(s2)-c2cccc(c2)[N+]([O-])=O)c(O)c1	670.0	6.173925197299173
1796	50457579	BindingDB_50140547_mol_1	COc1cccc(c1)-c1cc(=O)c2ccc(OCCCCCCCCN3CCCC3)cc2o1	670.0	6.173925197299173
1797	50991011	BindingDB_50282175_mol_1	Cc1ccc(Nc2nc(Cl)nc(Nc3cccc(c3)C(F)(F)F)n2)cc1	672.0	6.172630726946175
1798	50280834	BindingDB_50052217_mol_1	[Cl-].Fc1ccc(C[n+]2ccc(\C=C3\C(=O)Nc4ccccc34)cc2)cc1	677.0	6.169411331314856
1799	50280841	BindingDB_50052220_mol_1	[Cl-].COc1ccc(C[n+]2ccc(\C=C3\C(=O)Nc4ccccc34)cc2)cc1	677.0	6.169411331314856
1800	51314731		Cl.CN1CCC(COc2ccc3c(C)c(C)c(=O)oc3c2)CC1	680.0	6.167491087293763
1801	50525138		CN(C)Cc1ccc(CSCCNc2nnc(C)cc2[N+]([O-])=O)o1	680.0	6.167491087293763
1802	51144728		CC(C)(C)c1cc(\C=C\C(=O)NCCC2CCN(Cc3cccc(F)c3)CC2)cc(c1O)C(C)(C)C	680.0	6.167491087293763
